,tweet_text,emotion_in_tweet_is_directed_at,is_there_an_emotion_directed_at_a_brand_or_product,preprocessed_text,predict_directed,predict_emotion,positive,negative,predict_positive,predict_negative
2026,@mention Any idea what time the apple store at #sxsw closes tonight?,,No emotion toward brand or product,"['mention', 'idea', 'time', 'appl', 'store', 'sxsw', 'close', 'tonight']",Apple,No emotion,0,0,0,0
2027,"Is there any way of deleting an app that won't stop loading on the iPhone? Draining my power, but no 'x' to cancel. Help me, #SXSW.",iPad or iPhone App,Negative emotion,"['way', 'delet', 'app', 'stop', 'load', 'iphon', 'drain', 'power', 'cancel', 'help', 'sxsw']",Ipad or Iphone App,No emotion,0,1,0,0
2028,"Fast Company: #SXSW Why Google, Apple, EA Games, Zynga, Facebook, Microsoft and Intuit went gaga for The Go Game... {link}",,No emotion toward brand or product,"['fast', 'compani', 'sxsw', 'googl', 'appl', 'game', 'zynga', 'facebook', 'microsoft', 'intuit', 'went', 'gaga', 'game', 'link']",Apple,No emotion,0,0,0,0
2029,"Why does anyone do a product just for one thing - just an iPad, just a droid, just a IPhone? Won't ultimately work. @mention Diller #SXSW",,No emotion toward brand or product,"['anyon', 'product', 'one', 'thing', 'ipad', 'droid', 'iphon', 'ultim', 'work', 'mention', 'diller', 'sxsw']",Ipad,No emotion,0,0,0,0
2030,Great recap of a seemingly great #sxsw session: RT @mention Relive the wonder that was the Google v Bing panel: {link},Google,Positive emotion,"['great', 'recap', 'seemingli', 'great', 'sxsw', 'session', 'mention', 'reliv', 'wonder', 'googl', 'bing', 'panel', 'link']",Google,Positive emotion,1,0,1,0
2031,Great recap of Google/Bing Q/A session on website ranking #SXSW #qagb {link} (via @mention cc: @mention,Google,Positive emotion,"['great', 'recap', 'googl', 'bing', 'session', 'websit', 'rank', 'sxsw', 'qagb', 'link', 'via', 'mention', 'mention']",Google,Positive emotion,1,0,1,0
2032,"iPad 2 Graphics Much Faster Than iPad 1, Motorola Xoom {link} @mention #tech #SXSW",iPad,Positive emotion,"['ipad', 'graphic', 'much', 'faster', 'ipad', 'motorola', 'xoom', 'link', 'mention', 'tech', 'sxsw']",Ipad,No emotion,1,0,0,0
2033,#sxsw #evaporation @mention @mention Business model is the platform; iPhone app makes tools available to developers,iPad or iPhone App,Positive emotion,"['sxsw', 'evapor', 'mention', 'mention', 'busi', 'model', 'platform', 'iphon', 'app', 'make', 'tool', 'avail', 'develop']",Ipad or Iphone App,No emotion,1,0,0,0
2034,#android app Bizzy challenges us to &quot;Check Out&quot; #Sxsw {link},,No emotion toward brand or product,"['android', 'app', 'bizzi', 'challeng', 'quot', 'check', 'quot', 'sxsw', 'link']",Android App,No emotion,0,0,0,0
2035,#Android App Review: #SXSW Go. | {link} pls ª¼,,No emotion toward brand or product,"['android', 'app', 'review', 'sxsw', 'link', 'pl']",Android App,No emotion,0,0,0,0
2036,I hope  #apple approves iRelay social network for mobile photo sharing app before #SXSW. Easier to share with people of they can download,iPad or iPhone App,Positive emotion,"['hope', 'appl', 'approv', 'irelay', 'social', 'network', 'mobil', 'photo', 'share', 'app', 'sxsw', 'easier', 'share', 'peopl', 'download']",Ipad or Iphone App,No emotion,1,0,0,0
2037,"At #sxsw apple has 99% marketshare, not seeing much linux.",,No emotion toward brand or product,"['sxsw', 'appl', 'marketshar', 'see', 'much', 'linux']",Apple,No emotion,0,0,0,0
2038,A major #Apple iOS update the day before #SXSW? What genius project manager came up with that brilliant idea? #NoWhammies,Apple,Negative emotion,"['major', 'appl', 'io', 'updat', 'day', 'sxsw', 'geniu', 'project', 'manag', 'came', 'brilliant', 'idea', 'nowhammi']",Apple,No emotion,0,1,0,0
2039,@mention Apple is great at turning the new into the old  #SXSW,Apple,Positive emotion,"['mention', 'appl', 'great', 'turn', 'new', 'old', 'sxsw']",Apple,Positive emotion,1,0,1,0
2040,Sweet... Apple listened to us!  A temp Apple Store near #SXSW for iPad2 launch!  {link},Apple,Positive emotion,"['sweet', 'appl', 'listen', 'temp', 'appl', 'store', 'near', 'sxsw', 'ipad2', 'launch', 'link']",Apple,No emotion,1,0,0,0
2041,@mention Apple pop-up store at #sxsw was 5 blocks long! #BetterThingsToDo,Apple,Negative emotion,"['mention', 'appl', 'pop', 'store', 'sxsw', 'block', 'long', 'betterthingstodo']",Apple,Negative emotion,0,1,0,1
2042,Does the apple pop-up store still have iPads? #sxsw #sxswi,iPad,Positive emotion,"['appl', 'pop', 'store', 'still', 'ipad', 'sxsw', 'sxswi']",Ipad,No emotion,1,0,0,0
2043,"Love the Apple pop-up store at #SXSW. So freaking smart. Now, one question. Will AT&amp;T bring trucks for signal again? Please say yes.",Apple,Positive emotion,"['love', 'appl', 'pop', 'store', 'sxsw', 'freak', 'smart', 'one', 'question', 'amp', 'bring', 'truck', 'signal', 'pleas', 'say', 'ye']",Apple,Positive emotion,1,0,1,0
2044,Queue at Apple Pop-Up Store at #sxsw still long!,,Negative emotion,"['queue', 'appl', 'pop', 'store', 'sxsw', 'still', 'long']",Apple,Negative emotion,0,1,0,1
2045,"At SXSW, Apple schools the marketing experts - CNET {link} #sxsw",Apple,Positive emotion,"['sxsw', 'appl', 'school', 'market', 'expert', 'cnet', 'link', 'sxsw']",Apple,No emotion,1,0,0,0
2046,"At SXSW, Apple schools the marketing experts {link}  #SXSW",Apple,Positive emotion,"['sxsw', 'appl', 'school', 'market', 'expert', 'link', 'sxsw']",Apple,No emotion,1,0,0,0
2047,"At SXSW, Apple schools the marketing experts {link} /via @mention #SXSW #Apple",Apple,Positive emotion,"['sxsw', 'appl', 'school', 'market', 'expert', 'link', 'via', 'mention', 'sxsw', 'appl']",Apple,No emotion,1,0,0,0
2048,"At SXSW, Apple schools the marketing experts {link} #Apple #JobsCo #SXSW",Apple,Positive emotion,"['sxsw', 'appl', 'school', 'market', 'expert', 'link', 'appl', 'jobsco', 'sxsw']",Apple,No emotion,1,0,0,0
2049,"At SXSW, Apple schools the marketing experts {link} #SXSW #essdub",,No emotion toward brand or product,"['sxsw', 'appl', 'school', 'market', 'expert', 'link', 'sxsw', 'essdub']",Apple,No emotion,0,0,0,0
2050,"At SXSW, Apple schools the marketing experts | #SXSW. {link}",,No emotion toward brand or product,"['sxsw', 'appl', 'school', 'market', 'expert', 'sxsw', 'link']",Apple,No emotion,0,0,0,0
2051,"At SXSW, Apple schools the marketing experts: {link} via @mention #sxsw #apple #marketing",Apple,Positive emotion,"['sxsw', 'appl', 'school', 'market', 'expert', 'link', 'via', 'mention', 'sxsw', 'appl', 'market']",Apple,No emotion,1,0,0,0
2052,clever - Apple set to open popup shop in core of #SXSW action {link},Apple,Positive emotion,"['clever', 'appl', 'set', 'open', 'popup', 'shop', 'core', 'sxsw', 'action', 'link']",Apple,No emotion,1,0,0,0
2053,Watched #Apple staff at the temp #sxsw store just high five entire long line and facepalmed. Ugh.,,No emotion toward brand or product,"['watch', 'appl', 'staff', 'temp', 'sxsw', 'store', 'high', 'five', 'entir', 'long', 'line', 'facepalm', 'ugh']",Apple,Negative emotion,0,0,0,1
2054,@mention Apple store NYC one day? #SXSW,,No emotion toward brand or product,"['mention', 'appl', 'store', 'nyc', 'one', 'day', 'sxsw']",Apple,No emotion,0,0,0,0
2055,"RE: temp Apple store--great move, they really need help with brand recognition :) In all seriousness, pretty cool. #SXSW",Apple,Positive emotion,"['temp', 'appl', 'store', 'great', 'move', 'realli', 'need', 'help', 'brand', 'recognit', 'serious', 'pretti', 'cool', 'sxsw']",Apple,Positive emotion,1,0,1,0
2056,Well The Apple Store website says iPads will only be available at 5 PM on Friday Wonder how that will affect #SxSW,,No emotion toward brand or product,"['well', 'appl', 'store', 'websit', 'say', 'ipad', 'avail', 'friday', 'wonder', 'affect', 'sxsw']",Ipad,No emotion,0,0,0,0
2057,@mention Apple to open a pop-up store downtown Austin (6th &amp; congress) for #SXSW and the iPad 2 launch,,No emotion toward brand or product,"['mention', 'appl', 'open', 'pop', 'store', 'downtown', 'austin', '6th', 'amp', 'congress', 'sxsw', 'ipad', 'launch']",Ipad,No emotion,0,0,0,0
2058,Come on #Apple! Why cant I have spell-checking without auto-correct? Must it be all or nothing? #Grrr #sxsw,Apple,Negative emotion,"['come', 'appl', 'cant', 'spell', 'check', 'without', 'auto', 'correct', 'must', 'noth', 'grrr', 'sxsw']",Apple,Positive emotion,0,1,1,0
2059,Line for Apple's iPad 2 popup store is already wrapping around the block. #SXSW  {link},,Positive emotion,"['line', 'appl', 'ipad', 'popup', 'store', 'alreadi', 'wrap', 'around', 'block', 'sxsw', 'link']",Ipad,No emotion,1,0,0,0
2060,@mention apple's making a temp store for #SXSW 2011 for u to get an iPad 2 !! {link},iPad,Positive emotion,"['mention', 'appl', 'make', 'temp', 'store', 'sxsw', '2011', 'get', 'ipad', 'link']",Ipad,No emotion,1,0,0,0
2061,New iPad Apps for #Speech Therapy and Communication Are Showcased at the #SXSW Conference {link},,No emotion toward brand or product,"['new', 'ipad', 'app', 'speech', 'therapi', 'commun', 'showcas', 'sxsw', 'confer', 'link']",Ipad or Iphone App,No emotion,0,0,0,0
2062,New iPad Apps for Speech Therapy and Communication Are Showcased at #SXSW | @mention {link},,No emotion toward brand or product,"['new', 'ipad', 'app', 'speech', 'therapi', 'commun', 'showcas', 'sxsw', 'mention', 'link']",Ipad or Iphone App,No emotion,0,0,0,0
2063,New iPad Apps For Speech Therapy And Communication Are Showcased At The #SXSW Conference {link} #sxswi #SXSH #SXSWh #hcsm #slp,,No emotion toward brand or product,"['new', 'ipad', 'app', 'speech', 'therapi', 'commun', 'showcas', 'sxsw', 'confer', 'link', 'sxswi', 'sxsh', 'sxswh', 'hcsm', 'slp']",Ipad or Iphone App,No emotion,0,0,0,0
2064,New iPad Apps for Speech Therapy and Communication Are Showcased at the #SXSW Conference {link} cc @mention @mention #sxswi,,No emotion toward brand or product,"['new', 'ipad', 'app', 'speech', 'therapi', 'commun', 'showcas', 'sxsw', 'confer', 'link', 'mention', 'mention', 'sxswi']",Ipad or Iphone App,No emotion,0,0,0,0
2065,First 19 Apps To Download For Your #iPad 2 {link} #SXSW #in via @mention @mention,,No emotion toward brand or product,"['first', 'app', 'download', 'ipad', 'link', 'sxsw', 'via', 'mention', 'mention']",Ipad or Iphone App,No emotion,0,0,0,0
2066,#SXSW is Apptastic! {link} #android #apps #developers #ios #iphone #smartphones,,No emotion toward brand or product,"['sxsw', 'apptast', 'link', 'android', 'app', 'develop', 'io', 'iphon', 'smartphon']",Ipad or Iphone App,No emotion,0,0,0,0
2067,"#SXSW ##tapworthy Check out iPad Design Headaches (2 Tablets, Call in the Morning) at SXSW.
{link}",,No emotion toward brand or product,"['sxsw', 'tapworthi', 'check', 'ipad', 'design', 'headach', 'tablet', 'call', 'morn', 'sxsw', 'link']",Ipad,Negative emotion,0,0,0,1
2068,Vai comeÌ¤ar a palestra do  @mention ex-chief evangelist of Apple #sxsw,,I can't tell,"['vai', 'comeì', 'palestra', 'mention', 'chief', 'evangelist', 'appl', 'sxsw']",Apple,No emotion,0,0,0,0
2069,"Seen so far at #SxSW: pop-up Apple Store, pillow fight, mechanical bull, girls wearing jetpacks.",,No emotion toward brand or product,"['seen', 'far', 'sxsw', 'pop', 'appl', 'store', 'pillow', 'fight', 'mechan', 'bull', 'girl', 'wear', 'jetpack']",Apple,No emotion,0,0,0,0
2070,150 mm usar of Google maps ate mobile. #sxsw,,No emotion toward brand or product,"['150', 'usar', 'googl', 'map', 'ate', 'mobil', 'sxsw']",Google,No emotion,0,0,0,0
2071,"Not to fear, #SXSW attendees... you can pick up your iPad 2s from Apple's Austin pop-up shop! {link} via @mention",iPad,Positive emotion,"['fear', 'sxsw', 'attende', 'pick', 'ipad', 'appl', 'austin', 'pop', 'shop', 'link', 'via', 'mention']",Ipad,No emotion,1,0,0,0
2072,#bettersearch #sxsw Does Google weight Hotpot reviews heavier than other review sites when collecting data for local search results?,,No emotion toward brand or product,"['bettersearch', 'sxsw', 'googl', 'weight', 'hotpot', 'review', 'heavier', 'review', 'site', 'collect', 'data', 'local', 'search', 'result']",Google,No emotion,0,0,0,0
2073,"#bettersearch #sxsw Google Hotpot--looks like a streamlined Yelp. Not as in-depth, though. Wondering if there is any game theory built in.",,No emotion toward brand or product,"['bettersearch', 'sxsw', 'googl', 'hotpot', 'look', 'like', 'streamlin', 'yelp', 'depth', 'though', 'wonder', 'game', 'theori', 'built']",Google,Positive emotion,0,0,1,0
2074,"as the search from sxsw via twitter does not work, check out google's real time search, at least you get some results #sxsw",Other Google product or service,Positive emotion,"['search', 'sxsw', 'via', 'twitter', 'work', 'check', 'googl', 'real', 'time', 'search', 'least', 'get', 'result', 'sxsw']",Google,No emotion,1,0,0,0
2075,20% of searches on Google are local searches #SXSW,,No emotion toward brand or product,"['search', 'googl', 'local', 'search', 'sxsw']",Google,No emotion,0,0,0,0
2076,Another hard call this morning: Designing for the iPad or From reading to writing the genetic code. Going with the latter. #sxsw,,No emotion toward brand or product,"['anoth', 'hard', 'call', 'morn', 'design', 'ipad', 'read', 'write', 'genet', 'code', 'go', 'latter', 'sxsw']",Ipad,No emotion,0,0,0,0
2077,Police guard iPad 2's at Apple Store #sxsw #iPad {link},,No emotion toward brand or product,"['polic', 'guard', 'ipad', 'appl', 'store', 'sxsw', 'ipad', 'link']",Ipad,No emotion,0,0,0,0
2078,I just heard that iPads are sold out (except for a few) at Apple pop-up store #sxsw True?,,No emotion toward brand or product,"['heard', 'ipad', 'sold', 'except', 'appl', 'pop', 'store', 'sxsw', 'true']",Ipad,No emotion,0,0,0,0
2079,"Share, share and share some more. #Posterous Joins The #SXSW Pile On With Posterous Events For iPhone {link} #socmedia",,Positive emotion,"['share', 'share', 'share', 'poster', 'join', 'sxsw', 'pile', 'poster', 'event', 'iphon', 'link', 'socmedia']",Iphone,No emotion,1,0,0,0
2080,"Checkins are fun, but we need to extend beyond just being fun and make checkins useful #sxsw #google",,No emotion toward brand or product,"['checkin', 'fun', 'need', 'extend', 'beyond', 'fun', 'make', 'checkin', 'use', 'sxsw', 'googl']",Google,Positive emotion,0,0,1,0
2081,Startups are talking to the captive audience here in the Apple store line. Very smart idea. Why aren't more doing it? #SXSW,,No emotion toward brand or product,"['startup', 'talk', 'captiv', 'audienc', 'appl', 'store', 'line', 'smart', 'idea', 'sxsw']",Apple,Positive emotion,0,0,1,0
2082,@mention are you around #sxsw? Need a US sim for my iphone 3GS for the next 10. Wanna bring one in? #please,,No emotion toward brand or product,"['mention', 'around', 'sxsw', 'need', 'sim', 'iphon', '3g', 'next', 'wanna', 'bring', 'one', 'pleas']",Iphone,No emotion,0,0,0,0
2083,"@mention Are you at #sxsw ?  || No, just watching from afar.  Couldn't help noticing buzz generated by  a shirt + arduino + android !",,No emotion toward brand or product,"['mention', 'sxsw', 'watch', 'afar', 'help', 'notic', 'buzz', 'gener', 'shirt', 'arduino', 'android']",Android,No emotion,0,0,0,0
2084,@mention are you in Texas? HOW IS IT?  #Apple #SXSW,,No emotion toward brand or product,"['mention', 'texa', 'appl', 'sxsw']",Apple,No emotion,0,0,0,0
2085,@mention are you really coming to the Team Android Party? #sxsw,,No emotion toward brand or product,"['mention', 'realli', 'come', 'team', 'android', 'parti', 'sxsw']",Android,No emotion,0,0,0,0
2086,Tried Square?? It's a credit card reader for iPhone and Android. Amazingly simple. #SXSW impressed. {link},iPad or iPhone App,Positive emotion,"['tri', 'squar', 'credit', 'card', 'reader', 'iphon', 'android', 'amazingli', 'simpl', 'sxsw', 'impress', 'link']",Iphone,No emotion,1,0,0,0
2087,@mention arg. It won't load on me iPhone. Not via the app store or the site. Just trying to #sxsw it and am feelin so out of touch.,iPhone,Negative emotion,"['mention', 'arg', 'load', 'iphon', 'via', 'app', 'store', 'site', 'tri', 'sxsw', 'feelin', 'touch']",Ipad or Iphone App,No emotion,0,1,0,0
2088,"had to charge the #iphone every 6hours here on #sxsw. running it on lowest possible screen brightness. apple, fix your basics!",iPhone,Negative emotion,"['charg', 'iphon', 'everi', '6hour', 'sxsw', 'run', 'lowest', 'possibl', 'screen', 'bright', 'appl', 'fix', 'basic']",Iphone,No emotion,0,1,0,0
2089,iPhone charging at #SXSW  {link},,No emotion toward brand or product,"['iphon', 'charg', 'sxsw', 'link']",Iphone,No emotion,0,0,0,0
2090,iPhone charging party in the hallway. UX and IA professionals unite! #sxsw,iPhone,Positive emotion,"['iphon', 'charg', 'parti', 'hallway', 'profession', 'unit', 'sxsw']",Iphone,No emotion,1,0,0,0
2091,We are gearing up for the #SXSW interactive trade show! We are across from Google:  {link},,No emotion toward brand or product,"['gear', 'sxsw', 'interact', 'trade', 'show', 'across', 'googl', 'link']",Google,No emotion,0,0,0,0
2092,iPhone sharing???? #sxsw #shareable,,No emotion toward brand or product,"['iphon', 'share', 'sxsw', 'shareabl']",Iphone,No emotion,0,0,0,0
2093,Arrived early to get prime seats for presentation by Google's Marissa Mayer #SXSW -KEK,,No emotion toward brand or product,"['arriv', 'earli', 'get', 'prime', 'seat', 'present', 'googl', 'marissa', 'mayer', 'sxsw', 'kek']",Google,No emotion,0,0,0,0
2094,The line around the Austin Apple pop-up store? Unbelievable. #SXSW #technology #junkies,,No emotion toward brand or product,"['line', 'around', 'austin', 'appl', 'pop', 'store', 'unbeliev', 'sxsw', 'technolog', 'junki']",Apple,No emotion,0,0,0,0
